epoch,step,val_loss,train_loss
0,99,14.392122268676758,
0,99,,11.928117752075195
1,199,14.658364295959473,
1,199,,11.650238990783691
2,299,13.897509574890137,
2,299,,11.446684837341309
3,399,14.695798873901367,
3,399,,11.33578872680664
4,499,14.319260597229004,
4,499,,11.387282371520996
5,599,13.636636734008789,
5,599,,11.362995147705078
6,699,14.011852264404297,
6,699,,11.325203895568848
7,799,14.459604263305664,
7,799,,11.333398818969727
8,899,14.652735710144043,
8,899,,11.27658462524414
9,999,13.585907936096191,
9,999,,11.31800651550293
10,1099,14.288360595703125,
10,1099,,11.316649436950684
11,1199,12.538588523864746,
11,1199,,11.264571189880371
12,1299,13.427684783935547,
12,1299,,11.283269882202148
13,1399,13.130415916442871,
13,1399,,11.313326835632324
14,1499,14.470193862915039,
14,1499,,11.29037094116211
15,1599,13.878501892089844,
15,1599,,11.33142375946045
16,1699,14.341201782226562,
16,1699,,11.303606033325195
