val_loss,epoch,step,train_loss
14.554998397827148,0,99,
,0,99,11.937042236328125
14.304228782653809,1,199,
,1,199,11.574048042297363
14.705026626586914,2,299,
,2,299,11.37795639038086
14.952648162841797,3,399,
,3,399,11.313899993896484
15.093835830688477,4,499,
,4,499,11.34322738647461
13.695916175842285,5,599,
,5,599,11.323686599731445
14.62705135345459,6,699,
,6,699,11.352107048034668
14.40439510345459,7,799,
,7,799,11.369351387023926
13.323973655700684,8,899,
,8,899,11.334433555603027
12.24236011505127,9,999,
,9,999,11.300627708435059
12.634664535522461,10,1099,
,10,1099,11.263701438903809
13.752659797668457,11,1199,
,11,1199,11.335057258605957
12.893861770629883,12,1299,
,12,1299,11.287359237670898
12.049951553344727,13,1399,
,13,1399,11.324773788452148
12.708296775817871,14,1499,
,14,1499,11.276572227478027
12.2761812210083,15,1599,
,15,1599,11.306563377380371
12.77081298828125,16,1699,
,16,1699,11.371442794799805
12.299534797668457,17,1799,
,17,1799,11.341331481933594
12.7095947265625,18,1899,
,18,1899,11.320012092590332
