epoch,step,val_loss,train_loss
0,99,12.449135780334473,
0,99,,11.171320915222168
1,199,12.748602867126465,
1,199,,10.691944122314453
2,299,12.36668586730957,
2,299,,10.400823593139648
3,399,11.876057624816895,
3,399,,10.524619102478027
4,499,11.320773124694824,
4,499,,10.453948974609375
5,599,12.016889572143555,
5,599,,10.265115737915039
6,699,13.221449851989746,
6,699,,10.153340339660645
7,799,12.569134712219238,
7,799,,10.096158981323242
8,899,12.530719757080078,
8,899,,10.0398530960083
9,999,11.911541938781738,
9,999,,9.976807594299316
10,1099,12.828291893005371,
10,1099,,10.088406562805176
11,1199,13.18124771118164,
11,1199,,10.17856216430664
12,1299,13.981195449829102,
12,1299,,10.188608169555664
13,1399,13.48196792602539,
13,1399,,9.87161636352539
14,1499,13.809709548950195,
14,1499,,9.743569374084473
