epoch,step,val_loss,train_loss
0,99,12.03672981262207,
0,99,,11.819467544555664
1,199,12.448149681091309,
1,199,,11.386146545410156
2,299,11.69715690612793,
2,299,,11.355472564697266
3,399,11.725688934326172,
3,399,,11.238863945007324
4,499,11.565164566040039,
4,499,,11.2120943069458
5,599,11.486477851867676,
5,599,,11.135969161987305
6,699,11.511406898498535,
6,699,,11.091889381408691
7,799,11.516942024230957,
7,799,,11.0189847946167
8,899,11.750578880310059,
8,899,,10.945416450500488
9,999,11.44528579711914,
9,999,,10.921775817871094
10,1099,11.29345703125,
10,1099,,10.815990447998047
11,1199,11.367016792297363,
11,1199,,10.858553886413574
12,1299,11.360766410827637,
12,1299,,10.790898323059082
13,1399,11.439960479736328,
13,1399,,10.809064865112305
14,1499,11.416935920715332,
14,1499,,10.750395774841309
15,1599,11.43388557434082,
15,1599,,10.746648788452148
16,1699,11.43072509765625,
16,1699,,10.723575592041016
17,1799,11.384142875671387,
17,1799,,10.724739074707031
18,1899,11.696479797363281,
18,1899,,10.679526329040527
19,1999,11.371514320373535,
19,1999,,10.716636657714844
20,2099,11.462193489074707,
20,2099,,10.722207069396973
0,99,,12.273943901062012
1,199,,11.909915924072266
2,299,,11.761402130126953
3,399,,11.666925430297852
4,499,,11.633261680603027
5,599,,11.55960464477539
6,699,,11.548857688903809
7,799,,11.486053466796875
8,899,,11.476609230041504
9,999,,11.449932098388672
