val_loss,epoch,step,train_loss
13.52167797088623,0,99,
,0,99,11.389634132385254
13.042313575744629,1,199,
,1,199,11.122636795043945
13.029973983764648,2,299,
,2,299,10.933432579040527
13.278351783752441,3,399,
,3,399,10.707728385925293
12.2041015625,4,499,
,4,499,10.814186096191406
12.466748237609863,5,599,
,5,599,10.728592872619629
12.65959644317627,6,699,
,6,699,10.760140419006348
12.976985931396484,7,799,
,7,799,10.702431678771973
12.781730651855469,8,899,
,8,899,10.674281120300293
13.19542121887207,9,999,
,9,999,10.736882209777832
