epoch,step,val_loss,train_loss
0,99,12.444975852966309,
0,99,,11.171379089355469
1,199,13.310186386108398,
1,199,,10.740055084228516
2,299,12.226719856262207,
2,299,,10.401176452636719
3,399,12.266566276550293,
3,399,,10.258338928222656
4,499,11.538989067077637,
4,499,,10.30807113647461
5,599,12.22474479675293,
5,599,,10.315495491027832
6,699,12.77214527130127,
6,699,,10.298225402832031
7,799,12.567605018615723,
7,799,,10.03490924835205
8,899,12.81321907043457,
8,899,,9.992648124694824
9,999,13.248882293701172,
9,999,,10.021576881408691
