val_loss,epoch,step,train_loss
14.665477752685547,0,99,
,0,99,11.919329643249512
14.549442291259766,1,199,
,1,199,11.457012176513672
14.739358901977539,2,299,
,2,299,11.284017562866211
14.584870338439941,3,399,
,3,399,11.321647644042969
14.568857192993164,4,499,
,4,499,11.2619047164917
14.204326629638672,5,599,
,5,599,11.296775817871094
14.49882984161377,6,699,
,6,699,11.287269592285156
14.399051666259766,7,799,
,7,799,11.261565208435059
14.050148963928223,8,899,
,8,899,11.234841346740723
14.572652816772461,9,999,
,9,999,11.315949440002441
14.452668190002441,10,1099,
,10,1099,11.213530540466309
14.557256698608398,11,1199,
,11,1199,11.252991676330566
14.074298858642578,12,1299,
,12,1299,11.258553504943848
14.245467185974121,13,1399,
,13,1399,11.238608360290527
