epoch,step,val_loss,train_loss
0,99,13.42170524597168,
0,99,,11.057760238647461
1,199,14.093934059143066,
1,199,,10.338418006896973
2,299,13.514537811279297,
2,299,,10.292227745056152
3,399,12.88290023803711,
3,399,,10.475090026855469
4,499,12.985992431640625,
4,499,,10.41546630859375
5,599,13.083083152770996,
5,599,,10.339059829711914
6,699,12.974349975585938,
6,699,,10.334725379943848
7,799,12.687949180603027,
7,799,,10.339471817016602
8,899,12.385266304016113,
8,899,,10.330373764038086
9,999,12.989012718200684,
9,999,,10.317292213439941
10,1099,12.433003425598145,
10,1099,,10.317488670349121
11,1199,12.223730087280273,
11,1199,,10.299036979675293
12,1299,12.580613136291504,
12,1299,,10.190841674804688
13,1399,12.406559944152832,
13,1399,,10.158143997192383
14,1499,12.678797721862793,
14,1499,,10.138117790222168
15,1599,12.575663566589355,
15,1599,,10.1259126663208
16,1699,12.580645561218262,
16,1699,,10.175861358642578
