epoch,step,val_loss,train_loss
0,99,13.446036338806152,
0,99,,11.869195938110352
1,199,13.097151756286621,
1,199,,11.722204208374023
2,299,14.195109367370605,
2,299,,11.634612083435059
3,399,14.696562767028809,
3,399,,11.599100112915039
4,499,13.508708000183105,
4,499,,11.380249977111816
5,599,13.318696975708008,
5,599,,11.29601764678955
6,699,12.681323051452637,
6,699,,11.29693603515625
7,799,12.2979097366333,
7,799,,11.356877326965332
8,899,12.82564640045166,
8,899,,11.288792610168457
9,999,12.10165023803711,
9,999,,11.327729225158691
10,1099,12.043600082397461,
10,1099,,11.29494857788086
11,1199,11.853151321411133,
11,1199,,11.3467378616333
12,1299,11.903582572937012,
12,1299,,11.32535171508789
13,1399,12.101304054260254,
13,1399,,11.33140754699707
14,1499,11.846269607543945,
14,1499,,11.405583381652832
15,1599,11.932561874389648,
15,1599,,11.312629699707031
16,1699,11.810120582580566,
16,1699,,11.302923202514648
17,1799,11.896218299865723,
17,1799,,11.320036888122559
18,1899,12.016757011413574,
18,1899,,11.378562927246094
19,1999,11.991024017333984,
19,1999,,11.271341323852539
20,2099,11.753746032714844,
20,2099,,11.314038276672363
21,2199,11.964534759521484,
21,2199,,11.289411544799805
22,2299,11.83077621459961,
22,2299,,11.376727104187012
23,2399,11.91670036315918,
23,2399,,11.277050971984863
24,2499,12.05720329284668,
24,2499,,11.339225769042969
25,2599,11.825332641601562,
25,2599,,11.27597427368164
